"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"16890","2005040000000",2005,1,"18 00:00:00","American Airlines","JFK","Passenger Property Loss","Checked Baggage","Cameras - Digital",450,"Denied",0
"2526","2004050000000",2004,4,"12 00:00:00","Jet Blue","TPA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",200,"Settled",50
"30891","2006010000000",2005,10,"13 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",118.56,"Denied",0
"14900","2005030000000",2005,1,"18 00:00:00","Jet Blue","JFK","Property Damage","Checked Baggage","Luggage (all types including footlockers)",50,"Denied",0
"29797","2006010000000",2005,11,"30 00:00:00","Delta Air Lines","CMH","Passenger Property Loss","Checkpoint","Other",300,"Settled",236
"21163","2005060000000",2005,5,"22 00:00:00","Jet Blue","LGB","Property Damage","Checked Baggage","Luggage (all types including footlockers)",63.42,"Settled",50
"27080","2005100000000",2005,9,"28 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",30,"Denied",0
"10083","2004110000000",2004,9,"11 00:00:00","USAir","ORD","Passenger Property Loss","Checked Baggage","Cameras - Digital",540.45,"Settled",329.08
"26740","2005100000000",2005,9,"09 00:00:00","America West","LAS","Property Damage","Checked Baggage","Luggage (all types including footlockers)",95.39,"Settled",20
"6052","2004070000000",2004,6,"14 00:00:00","Alaska Airlines","TUS","Passenger Property Loss","Checked Baggage","Jewelry - Fine",160,"Approved",160
"8717","2004100000000",2004,8,"30 00:00:00","Southwest Airlines","OAK","Passenger Property Loss","Checked Baggage","Jewelry - Fine",180,"Denied",0
"5247","2004060000000",2004,4,"24 00:00:00","American Airlines","BWI","Passenger Property Loss","Checked Baggage","Other",322,"Settled",161
"14472","2005020000000",2004,12,"29 00:00:00","Delta Air Lines","LAX","Passenger Property Loss","Checked Baggage","Other",58.3,"Approved",58.3
"8395","2004100000000",2004,8,"13 00:00:00","Delta Air Lines","PHL","Passenger Property Loss","Checked Baggage","Locks",27.5,"Approved",27.5
"13277","2005010000000",2004,12,"21 00:00:00","USA 3000 (U5)","PHL","Passenger Property Loss","Checked Baggage","Cameras - Digital",389.95,"Denied",0
"5851","2004070000000",2004,6,"11 00:00:00","Northwest Airlines","SHV","Property Damage","Checkpoint","Luggage (all types including footlockers)",50,"Approved",50
"2259","2004050000000",2004,3,"24 00:00:00","Delta Air Lines","RSW","Property Damage","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",382,"Settled",192
"8702","2004100000000",2004,8,"04 00:00:00","American Airlines","JFK","Passenger Property Loss","Checkpoint","Jewelry - Fine",2850,"Denied",0
"14078","2005020000000",2005,1,"06 00:00:00","Delta Air Lines","DCA","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",113.85,"Denied",0
"29380","2005120000000",2005,11,"15 00:00:00","ATA Aerocondor","DFW","Passenger Property Loss","Checked Baggage","Locks",19,"Denied",0
"20056","2005060000000",2005,5,"19 00:00:00","Continental Airlines","HOU","Passenger Property Loss","Checked Baggage","Cameras - Digital",339.51,"Settled",127
"11305","2004110000000",2004,9,"10 00:00:00","America West","SJC","Passenger Property Loss","Checked Baggage","Jewelry - Fine",200,"Settled",100
"2915","2004060000000",2004,4,"02 00:00:00","Southwest Airlines","IAH","Passenger Property Loss","Checked Baggage","Other",1090,"Settled",545
"17247","2005040000000",2005,3,"03 00:00:00","Alaska Airlines","LAX","Passenger Property Loss","Checked Baggage","Cameras - Digital",85.55,"Settled",42.77
"16930","2005040000000",2004,11,"27 00:00:00","American Airlines","PBI","Passenger Property Loss","Checked Baggage","Other",1000,"Denied",0
"26893","2005100000000",2005,9,"10 00:00:00","USAir","CLT","Passenger Property Loss","Checked Baggage","Other",17,"Denied",0
"270","0202342M",2004,1,"07 00:00:00","UAL","IAD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",79.99,"Settled",25
"2296","2004050000000",2004,4,"02 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Luggage (all types including footlockers)",220,"Settled",50
"13539","2005010000000",2004,10,"11 00:00:00","American Airlines","DFW","Property Damage","Checked Baggage","Other",148,"Approved",148
"28221","2005120000000",2005,10,"28 00:00:00","Southwest Airlines","FLL","Passenger Property Loss","Checkpoint","Cameras - Digital",218.04,"Denied",0
"18973","2005050000000",2005,2,"27 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1502.93,"Denied",0
"8961","2004090000000",2004,8,"16 00:00:00","Delta Air Lines","DFW","Passenger Property Loss","Checked Baggage","Other",450,"Denied",0
"16039","2005030000000",2005,2,"18 00:00:00","UAL","PHX","Passenger Property Loss","Checked Baggage","Other",182.13,"Denied",0
"5210","2004060000000",2004,5,"30 00:00:00","AirTran Airlines","HNL","Property Damage","Checkpoint","Computer - Laptop",2079.97,"Denied",0
"31882","2006070000000",2005,11,"14 00:00:00","UAL","BOS","Passenger Property Loss","Checked Baggage","Other",397.31,"Settled",177.02
"5384","2004070000000",2004,6,"02 00:00:00","American Airlines","MIA","Employee Loss (MPCECA)","Checked Baggage","Locks",21,"Denied",0
"15386","2005030000000",2004,12,"13 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checkpoint","Jewelry - Fine",350,"Approved",350
"23317","2005080000000",2005,6,"13 00:00:00","UAL","GSP","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",175,"Approved",175
"6488","2004080000000",2004,6,"05 00:00:00","Southwest Airlines","RNO","Passenger Property Loss","Checkpoint","Other",400,"Denied",0
"26398","2005100000000",2005,8,"12 00:00:00","Delta Air Lines","BNA","Property Damage","Checkpoint","Computer - Laptop",1919,"Settled",1087.64
"2891","2004060000000",2004,3,"30 00:00:00","Jet Blue","JFK","Property Damage","Checked Baggage","Luggage (all types including footlockers)",350,"Settled",175
"30328","2006010000000",2005,12,"22 00:00:00","American Airlines","MIA","Passenger Property Loss","Checked Baggage","Computer - Laptop",800,"Denied",0
"25812","2005090000000",2005,8,"26 00:00:00","Other","FWA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",165,"Approved",165
"22690","2005070000000",2005,7,"02 00:00:00","Delta Air Lines","MCO","Passenger Property Loss","Checked Baggage","Computer - Laptop",1642.98,"Denied",0
"22784","2005070000000",2005,5,"24 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Cameras - Digital",4429.24,"Denied",0
"9106","2004100000000",2004,8,"10 00:00:00","American Airlines","JFK","Property Damage","Checked Baggage","Locks",82.52,"Denied",0
"514","0219273M",2004,1,"04 00:00:00","Northwest Airlines","DTW","Property Damage","Checkpoint","Luggage (all types including footlockers)",52.55,"Approved",52.55
"11895","2004120000000",2004,10,"21 00:00:00","Northwest Airlines","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",229,"Approved",229
"26466","2005100000000",2005,9,"01 00:00:00","Aloha Airlines","OGG","Property Damage","Checkpoint","Computer - Laptop",343.68,"Denied",0
"21427","2005060000000",2005,4,"25 00:00:00","American Airlines","TPA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",175.9,"Settled",41.1
"25886","2005100000000",2005,8,"05 00:00:00","America West","MIA","Property Damage","Checked Baggage","Other",15000,"Settled",7500
"20232","2005060000000",2005,5,"01 00:00:00","UAL","IAD","Property Damage","Checked Baggage","Other",492,"Denied",0
"14528","2005020000000",2004,12,"27 00:00:00","America West","DFW","Passenger Property Loss","Checked Baggage","Cameras - Digital",96.36,"Settled",43.18
"31198","2006020000000",2005,6,"27 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Other",54.98,"Denied",0
"18750","2005050000000",2005,3,"17 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Other",94.99,"Denied",0
"20825","2005060000000",2005,5,"26 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Jewelry - Fine",845.25,"Settled",422.63
"15084","2005030000000",2005,1,"24 00:00:00","Southwest Airlines","PHL","Property Damage","Checkpoint","Cameras - Digital",127.19,"Approved",127.19
"25983","2005100000000",2005,9,"11 00:00:00","Jet Blue","JFK","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"27529","2005110000000",2005,10,"22 00:00:00","UAL","ATL","Passenger Property Loss","Checked Baggage","Jewelry - Fine",69.32,"Approved",69.32
"30397","2006010000000",2005,12,"16 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",203.3,"Settled",50
"29927","2006010000000",2005,9,"10 00:00:00","Other","COS","Property Damage","Checked Baggage","Luggage (all types including footlockers)",157,"Approved",157
"20974","2005060000000",2005,5,"19 00:00:00","Delta Air Lines","PIT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",46.18,"Approved",46.18
"718","0226203M",2004,2,"11 00:00:00","UAL","SLC","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",803,"Approved",803
"18398","2005040000000",2005,4,"16 00:00:00","USAir","TYS","Passenger Property Loss","Checked Baggage","Cameras - Digital",297,"Settled",148.5
"21390","2005060000000",2005,5,"02 00:00:00","Continental Airlines","CLE","Passenger Property Loss","Checkpoint","Jewelry - Fine",2464.31,"Denied",0
"13945","2005010000000",2004,12,"01 00:00:00","USAir","GRR","Passenger Property Loss","Checked Baggage","Other",436.5,"Settled",426.62
"6616","2004080000000",2004,6,"19 00:00:00","AirTran Airlines","FLL","Passenger Property Loss","Checked Baggage","Other",9.52,"Approved",9.52
"7712","2004090000000",2004,7,"23 00:00:00","American Airlines","EWR","Passenger Theft","Checked Baggage","Other",54.3,"Approved",54.3
"2370","2004050000000",2004,2,"29 00:00:00","UAL","MIA","Property Damage","Checked Baggage","Locks",300,"Denied",0
"28517","2005120000000",2005,10,"02 00:00:00","UAL","SJC","Passenger Property Loss","Checked Baggage","Cameras - Digital",649.47,"Denied",0
"27794","2005110000000",2005,11,"01 00:00:00","Southwest Airlines","ALB","Passenger Property Loss","Checked Baggage","Other",86.59,"Denied",0
"22319","2005070000000",2005,6,"04 00:00:00","Frontier Airlines","RSW","Passenger Property Loss","Checkpoint","Cell Phones",52.99,"Denied",0
"30646","2006010000000",2005,12,"22 00:00:00","Southwest Airlines","OMA","Passenger Property Loss","Checked Baggage","Other",140,"Denied",0
"8236","2004100000000",2004,7,"18 00:00:00","American Airlines","IND","Passenger Property Loss","Checked Baggage","Other",116.73,"Settled",103.97
"13634","2005010000000",2004,11,"19 00:00:00","Continental Airlines","HOU","Property Damage","Checked Baggage","Luggage (all types including footlockers)",80,"Denied",0
"21521","2005060000000",2005,5,"29 00:00:00","Frontier Airlines","DFW","Property Damage","Checked Baggage","Musical Instruments - Other - Over $250",20,"Approved",20
"20553","2005060000000",2005,5,"12 00:00:00","America West","MSP","Passenger Property Loss","Checked Baggage","Jewelry - Fine",618,"Settled",309
"3968","2004060000000",2004,4,"26 00:00:00","Alaska Airlines","MIA","Passenger Property Loss","Checked Baggage","Cameras - Digital",601.79,"Approved",601.79
"28460","2005120000000",2005,11,"13 00:00:00","Southwest Airlines","PHX","Passenger Property Loss","Checked Baggage","Locks",7.22,"Approved",7.22
"200","0130212M",2004,1,"12 00:00:00","American Airlines","MIA","Property Damage","Checkpoint","Eyeglasses - (including contact lenses)",170,"Settled",155.69
"8558","2004100000000",2004,7,"30 00:00:00","American Airlines","LGA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",525,"Denied",0
"25953","2005100000000",2005,8,"21 00:00:00","UAL","CMH","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",229.13,"Approved",229.13
"10002","2004110000000",2004,8,"31 00:00:00","UAL","HNL","Property Damage","Checked Baggage","Other",39.29,"Approved",39.29
"9926","2004110000000",2004,9,"24 00:00:00","Spirit Airlines","RSW","Passenger Property Loss","Checked Baggage","Jewelry - Fine",391.78,"Approved",391.78
"2789","2004050000000",2004,4,"09 00:00:00","Spirit Airlines","FLL","Passenger Property Loss","Checked Baggage","Cameras - Digital",1016,"Settled",508
"2068","2004050000000",2004,3,"11 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Other",89.99,"Settled",27
"13571","2005010000000",2004,12,"22 00:00:00","American Airlines","JFK","Passenger Property Loss","Checked Baggage","Computer - Laptop",6165,"Denied",0
"8465","2004100000000",2004,8,"01 00:00:00","Southwest Airlines","ABQ","Passenger Property Loss","Checked Baggage","Other",108.4,"Denied",0
"22638","2005070000000",2005,7,"11 00:00:00","Northwest Airlines","GRB","Property Damage","Checkpoint","Clothing - Shoes; belts; accessories; etc.",36.91,"Approved",36.91
"5098","2004060000000",2004,5,"13 00:00:00","Southwest Airlines","SJC","Passenger Property Loss","Checkpoint","Eyeglasses - (including contact lenses)",568.24,"Approved",568.24
"24951","2005090000000",2005,8,"24 00:00:00","American Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",36.75,"Denied",0
"8849","2004100000000",2004,8,"22 00:00:00","Air Canada","ORD","Passenger Property Loss","Checkpoint","Other",10,"Denied",0
"2878","2004060000000",2004,4,"03 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Cameras - Digital",1524.66,"Settled",882.4
"15197","2005030000000",2005,1,"19 00:00:00","USAir","BUF","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",1042.02,"Denied",0
"7896","2004090000000",2004,7,"08 00:00:00","Continental Airlines","PIE","Property Damage","Checked Baggage","Other",25,"Approved",25
"25856","2005090000000",2005,8,"17 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Computer - Laptop",500,"Settled",250
"8547","2004090000000",2004,8,"05 00:00:00","America West","LAS","Passenger Theft","Checked Baggage","Other",10,"Denied",0
"4482","2004060000000",2004,3,"24 00:00:00","Southwest Airlines","HOU","Property Damage","Checkpoint","Luggage (all types including footlockers)",35,"Approved",35
"24939","2005090000000",2005,7,"08 00:00:00","Delta Air Lines","MIA","Property Damage","Checked Baggage","Locks",224,"Denied",0
"10111","2004110000000",2004,8,"12 00:00:00","Delta Air Lines","MSY","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",352.45,"Settled",312.65
"6857","2004080000000",2004,7,"15 00:00:00","Spirit Airlines","TPA","Employee Loss (MPCECA)","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",100,"Approved",100
"25949","2005100000000",2005,9,"17 00:00:00","America West","PHX","Passenger Property Loss","Checked Baggage","Locks",8.99,"Approved",8.99
"27337","2005110000000",2005,10,"16 00:00:00","USAir","DCA","Property Damage","Checkpoint","Jewelry - Fine",150,"Settled",45
"25416","2005090000000",2005,8,"09 00:00:00","America West","LAS","Passenger Property Loss","Checked Baggage","Other",225,"Denied",0
"17720","2005040000000",2005,3,"28 00:00:00","Independence Air","RSW","Passenger Property Loss","Checked Baggage","Other",85,"Approved",85
"21269","2005060000000",2005,4,"17 00:00:00","UAL","NYL","Passenger Property Loss","Checkpoint","Jewelry - Fine",750,"Denied",0
"26469","2005100000000",2005,8,"11 00:00:00","American Airlines","LAX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",209.85,"Denied",0
"4325","2004060000000",2004,4,"27 00:00:00","American Airlines","SJU","Passenger Property Loss","Checked Baggage","Cameras - Digital",670,"Denied",0
